UNICA ATACADISTA DE TINTAS

COMPRAS POR FORNECEDOR - ANALÍTICO 17/07/2026 16:36

Gerar por data de : EMISSÃO
Data Inicial : 01/01/2026
Data Final : 30/06/2026
Número do documento de Entrada : TODOS
Espécie do documento de Entrada : TODOS
Série do documento de Entrada : TODOS
Empresa : 009-UNICA ATACADISTA DE TINTAS
Item : TODOS
Descrição do item : TODOS
Fornecedor : TODOS
Marca : TODOS
Linha / Grupo : TODOS
Departamento : TODOS
Grupo de produtos : TODOS
Grupo de compra : TODOS
Unidade : TODOS
Acordo de Objetivos : NÃO
Exibir quantidade convertida em embalagens : NÃO
Destino : CSV

DOCUMENTO;FORNECEDOR;DATA;CÓDIGO;DESCRIÇÃO DO ITEM;REFERÊNCIA;MARCA;UNID;VR. UNIT.;QUANTID.;LITR./QUILOS;TOT. PROD.;VR. IPI;VR. SUBST.;VR. FRETE;DES. ACE.;OUT.DES;VR.ICMS;DESC. ESP;VR. CONTÁBIL
"000000011320-NF-009";"11000483 - PADILHA IMPERMEABILIZANTES LTDA";07/04/2026;"030002.87259";"HIDRORREPELENTE HIDROFUGANTE BALDE 18L PADICOOL";"";"PADICOOL";"UN";188,00;2,00;0,00;376,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;376,00
"000000011335-NF-009";"11000483 - PADILHA IMPERMEABILIZANTES LTDA";09/04/2026;"030002.87268";"ENDURECEDOR QUIMICO DE SUPERFICIE CURATON DUR BALDE 18L";"";"MAXTON";"UN";115,00;14,00;0,00;1.610,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.610,00
"000000950836-NF-009";"11000485 - 3M DO BRASIL LT";28/01/2026;"020027.10097";"FILTRO 5N11 P 6000/7500 3M";"";"3M";"UN";6,71;200,00;0,00;1.342,00;43,62;0,00;0,00;0,00;0,00;93,94;0,00;1.385,62
"000000955532-NF-009";"11000485 - 3M DO BRASIL LT";25/02/2026;"020027.23399";"KIT RESPIRADOR 3M 6200";"";"3M";"UN";170,33;20,00;0,00;3.406,56;0,00;0,00;0,00;0,00;0,00;238,46;0,00;3.406,56
"000000955532-NF-009";"11000485 - 3M DO BRASIL LT";25/02/2026;"020027.23465";"MÁSCARA DE PROTEÇÃO RESPIRATÓRIA SEM VÁLVULA 9820 PFF-2 3M";"";"3M";"UN";2,77;200,00;0,00;553,88;0,00;0,00;0,00;0,00;0,00;38,77;0,00;553,88
"000000956183-NF-009";"11000485 - 3M DO BRASIL LT";27/02/2026;"020027.23399";"KIT RESPIRADOR 3M 6200";"";"3M";"UN";170,33;20,00;0,00;3.406,56;0,00;0,00;0,00;0,00;0,00;238,46;0,00;3.406,56
"000000962071-NF-009";"11000485 - 3M DO BRASIL LT";30/03/2026;"020027.10097";"FILTRO 5N11 P 6000/7500 3M";"";"3M";"UN";6,71;200,00;0,00;1.341,80;43,61;0,00;0,00;0,00;0,00;93,93;0,00;1.385,41
"000000962071-NF-009";"11000485 - 3M DO BRASIL LT";30/03/2026;"020027.23465";"MÁSCARA DE PROTEÇÃO RESPIRATÓRIA SEM VÁLVULA 9820 PFF-2 3M";"";"3M";"UN";2,77;400,00;0,00;1.107,76;0,00;0,00;0,00;0,00;0,00;77,54;0,00;1.107,76
"000000967488-NF-009";"11000485 - 3M DO BRASIL LT";29/04/2026;"020027.23399";"KIT RESPIRADOR 3M 6200";"";"3M";"UN";178,84;20,00;0,00;3.576,89;0,00;0,00;0,00;0,00;0,00;250,38;0,00;3.576,89
"000000972522-NF-009";"11000485 - 3M DO BRASIL LT";29/05/2026;"020027.23465";"MÁSCARA DE PROTEÇÃO RESPIRATÓRIA SEM VÁLVULA 9820 PFF-2 3M";"";"3M";"UN";2,94;400,00;0,00;1.176,00;0,00;0,00;0,00;0,00;0,00;82,32;0,00;1.176,00
"000000976520-NF-009";"11000485 - 3M DO BRASIL LT";24/06/2026;"020027.23399";"KIT RESPIRADOR 3M 6200";"";"3M";"UN";189,57;20,00;0,00;3.791,50;0,00;0,00;0,00;0,00;0,00;265,41;0,00;3.791,50
"000000976520-NF-009";"11000485 - 3M DO BRASIL LT";24/06/2026;"020027.23465";"MÁSCARA DE PROTEÇÃO RESPIRATÓRIA SEM VÁLVULA 9820 PFF-2 3M";"";"3M";"UN";2,94;200,00;0,00;588,00;0,00;0,00;0,00;0,00;0,00;41,16;0,00;588,00
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.23878";"GARFO GAIOLA S/ ROSCA AÇO 400/23SR ATLAS";"";"ATLAS";"UN";5,40;120,00;0,00;648,00;32,40;0,00;0,00;0,00;0,00;45,36;0,00;680,40
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85716";"KIT DE PINTURA ANTIRESPINGO 3 PEÇAS 2003 ATLAS";"";"ATLAS";"UN";13,63;24,00;0,00;327,12;0,00;0,00;0,00;0,00;0,00;22,90;0,00;327,12
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84439";"PROLONGADOR EXTENSOR DE ACO 3M 1700 ATLAS";"";"ATLAS";"UN";25,44;24,00;0,00;610,56;30,53;0,00;0,00;0,00;0,00;42,74;0,00;641,09
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85057";"ROLO POLIAMIDA ANTIGOTA 9CM 321/9 ATLAS";"";"ATLAS";"UN";7,74;72,00;0,00;557,28;0,00;0,00;0,00;0,00;0,00;39,01;0,00;557,28
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85053";"BANDEJA P/ PINTURA DE PLASTICO PRETA 1,3L 1415 ATLAS";"";"ATLAS";"UN";3,50;24,00;0,00;84,00;8,19;0,00;0,00;0,00;0,00;5,88;0,00;92,19
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84438";"BANDEJA P/ PINTURA DE PLASTICO PRETA 2,7L 1523P ATLAS";"";"ATLAS";"UN";4,80;12,00;0,00;57,60;5,62;0,00;0,00;0,00;0,00;4,03;0,00;63,22
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85050";"DESEMPENADEIRA P/ TEXTURA PLASTICA 16X8CM 164 ATLAS";"";"ATLAS";"UN";6,23;12,00;0,00;74,76;7,29;0,00;0,00;0,00;0,00;5,23;0,00;82,05
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85062";"ESCOVA DE AÇO ECONOMICA 3 FILEIRAS AT1820/3 ATLAS";"";"ATLAS";"UN";3,44;12,00;0,00;41,28;0,00;0,00;0,00;0,00;0,00;1,65;0,00;41,28
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10109";"ESPATULA AÇO CROMADO 10CM 4  6255/16 ATLAS";"";"ATLAS";"UN";7,53;12,00;0,00;90,36;4,70;0,00;0,00;0,00;0,00;3,61;0,00;95,06
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10106";"ESPATULA AÇO CROMADO 3,5CM 1 1/2  6255/6 ATLAS";"";"ATLAS";"UN";5,20;12,00;0,00;62,40;3,24;0,00;0,00;0,00;0,00;2,50;0,00;65,64
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10107";"ESPATULA AÇO CROMADO 6,4CM 2 1/2  6255/10 ATLAS";"";"ATLAS";"UN";6,04;12,00;0,00;72,48;3,77;0,00;0,00;0,00;0,00;2,90;0,00;76,25
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10108";"ESPATULA AÇO CROMADO 7,6CM 3  6255/12 ATLAS";"";"ATLAS";"UN";6,33;12,00;0,00;75,96;3,95;0,00;0,00;0,00;0,00;3,04;0,00;79,91
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"020028.20245";"ESPATULA PLASTICA CELULOIDE 13,1CM 152/2 ATLAS";"";"ATLAS";"UN";1,19;300,00;0,00;357,00;34,81;0,00;0,00;0,00;0,00;24,99;0,00;391,81
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"020040.85741";"FILME MASCARAMENTO C/ FITA CREPE 45CMX20MT AT2220/45 ATLAS";"";"ATLAS";"DC";8,22;24,00;0,00;197,28;29,59;0,00;0,00;0,00;0,00;7,89;0,00;226,87
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"020040.85742";"FILME MASCARAMENTO C/ FITA CREPE 90CMX20MT AT2220/90 ATLAS";"";"ATLAS";"DC";10,11;24,00;0,00;242,64;36,40;0,00;0,00;0,00;0,00;9,71;0,00;279,04
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84430";"ROLO BRASILEIRINHO 23CM AT2014 ATLAS";"";"ATLAS";"UN";12,71;12,00;0,00;152,52;0,00;0,00;0,00;0,00;0,00;10,68;0,00;152,52
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84434";"ROLO DE LA MISTA 15CM AT228/15 ATLAS";"";"ATLAS";"UN";8,46;24,00;0,00;203,04;0,00;0,00;0,00;0,00;0,00;14,21;0,00;203,04
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84435";"ROLO DE LA MISTA 23CM 228/22 ATLAS";"";"ATLAS";"UN";13,04;12,00;0,00;156,48;0,00;0,00;0,00;0,00;0,00;6,26;0,00;156,48
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84433";"ROLO DE LA MISTA 9CM AT228/9 ATLAS";"";"ATLAS";"UN";5,69;24,00;0,00;136,56;0,00;0,00;0,00;0,00;0,00;9,56;0,00;136,56
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84427";"ROLO ESPUMA POLYESTER CINZA 15CM 406/15 ATLAS";"";"ATLAS";"UN";5,08;24,00;0,00;121,92;0,00;0,00;0,00;0,00;0,00;8,53;0,00;121,92
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85049";"ROLO ESPUMA POLYESTER CINZA 23CM 406/23 ATLAS";"";"ATLAS";"UN";9,44;24,00;0,00;226,56;0,00;0,00;0,00;0,00;0,00;15,86;0,00;226,56
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84425";"ROLO ESPUMA POLYESTER CINZA 5CM 406/5 ATLAS";"";"ATLAS";"UN";2,59;48,00;0,00;124,32;0,00;0,00;0,00;0,00;0,00;8,70;0,00;124,32
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84426";"ROLO ESPUMA POLYESTER CINZA 9CM 406/9 ATLAS";"";"ATLAS";"UN";3,18;36,00;0,00;114,48;0,00;0,00;0,00;0,00;0,00;8,01;0,00;114,48
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85227";"ROLO LA SINTETICA ANTIRESPINGO 9CM AT773/9 ATLAS";"";"ATLAS";"UN";4,47;24,00;0,00;107,28;0,00;0,00;0,00;0,00;0,00;7,51;0,00;107,28
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84423";"ROLO LA SINTETICA RESIMAX 23CM 339/5A ATLAS";"";"ATLAS";"UN";13,13;24,00;0,00;315,12;0,00;0,00;0,00;0,00;0,00;12,60;0,00;315,12
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84421";"ROLO LA SINTETICA RESIMAX 5CM 339/55A ATLAS";"";"ATLAS";"UN";4,68;24,00;0,00;112,32;0,00;0,00;0,00;0,00;0,00;7,86;0,00;112,32
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84422";"ROLO LA SINTETICA RESIMAX 9CM 339/9A ATLAS";"";"ATLAS";"UN";6,87;24,00;0,00;164,88;0,00;0,00;0,00;0,00;0,00;11,54;0,00;164,88
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85224";"ROLO MICROFIBRA RENDEPLUS 23CM 327/19 ATLAS";"";"ATLAS";"UN";8,98;12,00;0,00;107,76;0,00;0,00;0,00;0,00;0,00;7,54;0,00;107,76
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85225";"ROLO MICROFIBRA RENDEPLUS 23CM 327/23 ATLAS";"";"ATLAS";"UN";8,64;12,00;0,00;103,68;0,00;0,00;0,00;0,00;0,00;7,26;0,00;103,68
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84420";"ROLO POLIAMIDA ANTIGOTA 23CM 321/10 ATLAS";"";"ATLAS";"UN";14,99;36,00;0,00;539,64;0,00;0,00;0,00;0,00;0,00;37,77;0,00;539,64
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.84702";"ROLO TEXTURA RUSTICA 23CM 1155 ATLAS";"";"ATLAS";"UN";26,53;48,00;0,00;1.273,44;0,00;0,00;0,00;0,00;0,00;89,14;0,00;1.273,44
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85033";"TRINCHA 315 1/2  PINTURA RECORTE E ACAB. PLUMATEK AT315/1 ATLAS";"";"ATLAS";"UN";1,67;12,00;0,00;20,04;0,00;0,00;0,00;0,00;0,00;1,40;0,00;20,04
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85039";"TRINCHA 315 3  PINTURA RECORTE E ACAB. PLUMATEK AT315/7 ATLAS";"";"ATLAS";"UN";8,64;12,00;0,00;103,68;0,00;0,00;0,00;0,00;0,00;7,26;0,00;103,68
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85034";"TRINCHA 315 3/4  PINTURA RECORTE E ACAB. PLUMATEK AT315/2 ATLAS";"";"ATLAS";"UN";1,97;12,00;0,00;23,64;0,00;0,00;0,00;0,00;0,00;1,65;0,00;23,64
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85044";"TRINCHA 319 1 1/2  PINTURA ESMALTE 319/4 ATLAS";"";"ATLAS";"UN";3,40;12,00;0,00;40,80;0,00;0,00;0,00;0,00;0,00;2,86;0,00;40,80
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85041";"TRINCHA 319 1/2  PINTURA ESMALTE 319/1 ATLAS";"";"ATLAS";"UN";1,46;12,00;0,00;17,52;0,00;0,00;0,00;0,00;0,00;1,23;0,00;17,52
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85046";"TRINCHA 319 2 1/2  PINTURA ESMALTE 319/6 ATLAS";"";"ATLAS";"UN";5,84;24,00;0,00;140,16;0,00;0,00;0,00;0,00;0,00;9,81;0,00;140,16
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.85045";"TRINCHA 319 2  PINTURA ESMALTE 319/5 ATLAS";"";"ATLAS";"UN";4,03;12,00;0,00;48,36;0,00;0,00;0,00;0,00;0,00;3,39;0,00;48,36
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10114";"TRINCHA 395 1 1/2  PINTURA LATEX E ACRILICA 395/4 ATLAS";"";"ATLAS";"UN";2,91;120,00;0,00;349,20;0,00;0,00;0,00;0,00;0,00;24,44;0,00;349,20
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10115";"TRINCHA 395 1  PINTURA LATEX E ACRILICA 395/3 ATLAS";"";"ATLAS";"UN";2,19;60,00;0,00;131,40;0,00;0,00;0,00;0,00;0,00;9,20;0,00;131,40
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10116";"TRINCHA 395 1/2  PINTURA LATEX E ACRILICA 395/1 ATLAS";"";"ATLAS";"UN";1,37;12,00;0,00;16,44;0,00;0,00;0,00;0,00;0,00;1,15;0,00;16,44
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10117";"TRINCHA 395 2 1/2  PINTURA LATEX E ACRILICA 395/6 ATLAS";"";"ATLAS";"UN";4,81;120,00;0,00;577,20;0,00;0,00;0,00;0,00;0,00;40,40;0,00;577,20
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10118";"TRINCHA 395 2  PINTURA LATEX E ACRILICA 395/5 ATLAS";"";"ATLAS";"UN";3,70;204,00;0,00;754,80;0,00;0,00;0,00;0,00;0,00;52,84;0,00;754,80
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10120";"TRINCHA 395 3  PINTURA LATEX E ACRILICA 395/7 ATLAS";"";"ATLAS";"UN";7,35;60,00;0,00;441,00;0,00;0,00;0,00;0,00;0,00;30,87;0,00;441,00
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10119";"TRINCHA 395 3/4  PINTURA LATEX E ACRILICA 395/2 ATLAS";"";"ATLAS";"UN";1,43;24,00;0,00;34,32;0,00;0,00;0,00;0,00;0,00;2,40;0,00;34,32
"000000674329-NF-009";"80000522 - ATLAS S.A.";25/03/2026;"030028.10121";"TRINCHA 395 4  PINTURA LATEX E ACRILICA 395/9 ATLAS";"";"ATLAS";"UN";8,42;36,00;0,00;303,12;0,00;0,00;0,00;0,00;0,00;12,12;0,00;303,12
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85053";"BANDEJA P/ PINTURA DE PLASTICO PRETA 1,3L 1415 ATLAS";"";"ATLAS";"UN";3,87;12,00;0,00;46,44;4,53;0,00;0,00;0,00;0,00;3,25;0,00;50,97
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.84437";"BROXA PINTURA RETANGULAR 18X8CM 800/2 ATLAS";"";"ATLAS";"UN";5,13;36,00;0,00;184,68;0,00;0,00;0,00;0,00;0,00;12,93;0,00;184,68
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.20029";"ESPATULA AÇO CROMADO 12,7CM 6255/20 ATLAS";"";"ATLAS";"UN";8,25;12,00;0,00;99,00;5,15;0,00;0,00;0,00;0,00;3,96;0,00;104,15
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10107";"ESPATULA AÇO CROMADO 6,4CM 2 1/2  6255/10 ATLAS";"";"ATLAS";"UN";5,74;12,00;0,00;68,88;3,58;0,00;0,00;0,00;0,00;2,76;0,00;72,46
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10108";"ESPATULA AÇO CROMADO 7,6CM 3  6255/12 ATLAS";"";"ATLAS";"UN";6,01;24,00;0,00;144,24;7,50;0,00;0,00;0,00;0,00;5,77;0,00;151,74
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"020028.20245";"ESPATULA PLASTICA CELULOIDE 13,1CM 152/2 ATLAS";"";"ATLAS";"UN";1,13;600,00;0,00;678,00;66,11;0,00;0,00;0,00;0,00;47,46;0,00;744,11
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"020040.85743";"FILME MASCARAMENTO C/ FITA CREPE 1,5MTX20MT AT2220/150 ATLAS";"";"ATLAS";"DC";13,63;12,00;0,00;163,56;24,53;0,00;0,00;0,00;0,00;6,54;0,00;188,09
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"020040.85742";"FILME MASCARAMENTO C/ FITA CREPE 90CMX20MT AT2220/90 ATLAS";"";"ATLAS";"DC";9,61;12,00;0,00;115,32;17,30;0,00;0,00;0,00;0,00;4,61;0,00;132,62
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"020024.87275";"LIXADEIRA ELETRICA TELESCOPICA DE PAREDE E TETO 750W 220W AT1740/2 ATLAS";"";"ATLAS";"UN";854,05;4,00;0,00;3.416,20;177,64;0,00;0,00;0,00;0,00;136,65;0,00;3.593,84
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85051";"PROLONGADOR EXTENSOR DE ACO 2M 1600 ATLAS";"";"ATLAS";"UN";15,79;12,00;0,00;189,48;9,47;0,00;0,00;0,00;0,00;13,26;0,00;198,95
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.87183";"PROLONGADOR EXTENSOR DE ACO 5M 18005 ATLAS";"";"ATLAS";"UN";175,45;6,00;0,00;1.052,70;68,43;0,00;0,00;0,00;0,00;42,11;0,00;1.121,13
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.84435";"ROLO DE LA MISTA 23CM 228/22 ATLAS";"";"ATLAS";"UN";12,51;48,00;0,00;600,48;0,00;0,00;0,00;0,00;0,00;24,02;0,00;600,48
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.84426";"ROLO ESPUMA POLYESTER CINZA 9CM 406/9 ATLAS";"";"ATLAS";"UN";3,06;36,00;0,00;110,16;0,00;0,00;0,00;0,00;0,00;7,71;0,00;110,16
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.84424";"ROLO LA SINTETICA RESIMAX 15CM 339/15A ATLAS";"";"ATLAS";"UN";10,10;24,00;0,00;242,40;0,00;0,00;0,00;0,00;0,00;16,97;0,00;242,40
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.84422";"ROLO LA SINTETICA RESIMAX 9CM 339/9A ATLAS";"";"ATLAS";"UN";6,58;72,00;0,00;473,76;0,00;0,00;0,00;0,00;0,00;33,16;0,00;473,76
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85056";"ROLO POLIAMIDA ANTIGOTA 15CM 321/15 ATLAS";"";"ATLAS";"UN";11,21;24,00;0,00;269,04;0,00;0,00;0,00;0,00;0,00;18,83;0,00;269,04
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.84420";"ROLO POLIAMIDA ANTIGOTA 23CM 321/10 ATLAS";"";"ATLAS";"UN";14,16;84,00;0,00;1.189,44;0,00;0,00;0,00;0,00;0,00;83,26;0,00;1.189,44
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85036";"TRINCHA 315 1 1/2  PINTURA RECORTE E ACAB. PLUMATEK AT315/4 ATLAS";"";"ATLAS";"UN";3,75;12,00;0,00;45,00;0,00;0,00;0,00;0,00;0,00;3,15;0,00;45,00
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85038";"TRINCHA 315 2 1/2  PINTURA RECORTE E ACAB. PLUMATEK AT315/6 ATLAS";"";"ATLAS";"UN";6,01;12,00;0,00;72,12;0,00;0,00;0,00;0,00;0,00;5,05;0,00;72,12
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85044";"TRINCHA 319 1 1/2  PINTURA ESMALTE 319/4 ATLAS";"";"ATLAS";"UN";3,30;12,00;0,00;39,60;0,00;0,00;0,00;0,00;0,00;2,77;0,00;39,60
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85043";"TRINCHA 319 1  PINTURA ESMALTE 319/3 ATLAS";"";"ATLAS";"UN";2,69;12,00;0,00;32,28;0,00;0,00;0,00;0,00;0,00;2,26;0,00;32,28
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.85047";"TRINCHA 319 3  PINTURA ESMALTE 319/7 ATLAS";"";"ATLAS";"UN";7,68;12,00;0,00;92,16;0,00;0,00;0,00;0,00;0,00;6,45;0,00;92,16
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10114";"TRINCHA 395 1 1/2  PINTURA LATEX E ACRILICA 395/4 ATLAS";"";"ATLAS";"UN";2,83;60,00;0,00;169,80;0,00;0,00;0,00;0,00;0,00;11,89;0,00;169,80
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10115";"TRINCHA 395 1  PINTURA LATEX E ACRILICA 395/3 ATLAS";"";"ATLAS";"UN";2,14;12,00;0,00;25,68;0,00;0,00;0,00;0,00;0,00;1,80;0,00;25,68
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10116";"TRINCHA 395 1/2  PINTURA LATEX E ACRILICA 395/1 ATLAS";"";"ATLAS";"UN";1,33;12,00;0,00;15,96;0,00;0,00;0,00;0,00;0,00;1,12;0,00;15,96
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10117";"TRINCHA 395 2 1/2  PINTURA LATEX E ACRILICA 395/6 ATLAS";"";"ATLAS";"UN";4,67;120,00;0,00;560,40;0,00;0,00;0,00;0,00;0,00;39,23;0,00;560,40
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10118";"TRINCHA 395 2  PINTURA LATEX E ACRILICA 395/5 ATLAS";"";"ATLAS";"UN";3,60;120,00;0,00;432,00;0,00;0,00;0,00;0,00;0,00;30,24;0,00;432,00
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10120";"TRINCHA 395 3  PINTURA LATEX E ACRILICA 395/7 ATLAS";"";"ATLAS";"UN";7,14;48,00;0,00;342,72;0,00;0,00;0,00;0,00;0,00;23,99;0,00;342,72
"000000682705-NF-009";"80000522 - ATLAS S.A.";25/04/2026;"030028.10119";"TRINCHA 395 3/4  PINTURA LATEX E ACRILICA 395/2 ATLAS";"";"ATLAS";"UN";1,39;24,00;0,00;33,36;0,00;0,00;0,00;0,00;0,00;2,34;0,00;33,36
"000000686825-NF-009";"80000522 - ATLAS S.A.";13/05/2026;"030028.23878";"GARFO GAIOLA S/ ROSCA AÇO 400/23SR ATLAS";"";"ATLAS";"UN";5,81;60,00;0,00;348,60;17,43;0,00;0,00;0,00;0,00;24,40;0,00;366,03
"000000686825-NF-009";"80000522 - ATLAS S.A.";13/05/2026;"030028.84423";"ROLO LA SINTETICA RESIMAX 23CM 339/5A ATLAS";"";"ATLAS";"UN";12,59;84,00;0,00;1.057,56;0,00;0,00;0,00;0,00;0,00;42,30;0,00;1.057,56
"000000686825-NF-009";"80000522 - ATLAS S.A.";13/05/2026;"030028.85057";"ROLO POLIAMIDA ANTIGOTA 9CM 321/9 ATLAS";"";"ATLAS";"UN";7,42;72,00;0,00;534,24;0,00;0,00;0,00;0,00;0,00;37,40;0,00;534,24
"000000686825-NF-009";"80000522 - ATLAS S.A.";13/05/2026;"020028.85514";"SOPRADOR TERMICO 2000W/220V AT1791/2 ATLAS";"";"ATLAS";"UN";99,47;10,00;0,00;994,70;51,72;0,00;0,00;0,00;0,00;39,79;0,00;1.046,42
"000000689439-NF-009";"80000522 - ATLAS S.A.";19/05/2026;"030028.85066";"CACAMBA P/ PINTURA PLASTICA PRETA 10L 610P ATLAS";"";"ATLAS";"UN";14,00;12,00;0,00;168,00;16,38;0,00;0,00;0,00;0,00;11,76;0,00;184,38
"000000689439-NF-009";"80000522 - ATLAS S.A.";19/05/2026;"030028.85062";"ESCOVA DE AÇO ECONOMICA 3 FILEIRAS AT1820/3 ATLAS";"";"ATLAS";"UN";3,48;12,00;0,00;41,76;0,00;0,00;0,00;0,00;0,00;1,67;0,00;41,76
"000000689439-NF-009";"80000522 - ATLAS S.A.";19/05/2026;"030028.10109";"ESPATULA AÇO CROMADO 10CM 4  6255/16 ATLAS";"";"ATLAS";"UN";7,53;36,00;0,00;271,08;14,10;0,00;0,00;0,00;0,00;10,84;0,00;285,18
"000000689439-NF-009";"80000522 - ATLAS S.A.";19/05/2026;"030028.84428";"ESPATULA AÇO CROMADO 15CM AT6255/21 ATLAS";"";"ATLAS";"UN";11,13;12,00;0,00;133,56;6,95;0,00;0,00;0,00;0,00;5,34;0,00;140,51
"000000689439-NF-009";"80000522 - ATLAS S.A.";19/05/2026;"030028.10107";"ESPATULA AÇO CROMADO 6,4CM 2 1/2  6255/10 ATLAS";"";"ATLAS";"UN";6,04;12,00;0,00;72,48;3,77;0,00;0,00;0,00;0,00;2,90;0,00;76,25
