Cód.Item;Descrição;Novo Código de fábrica;Novo Marca;Desc. Marca;Novo Fornecedor;Desc. Fornecedor;Novo Linha/Grupo;Desc. Linha/Grupo
23396;DISCO FLAP FIBRA CLASSIC R801 P040 115X22,23MM NORTON;69957316291;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
23406;DISCO FLAP FIBRA ORIGINAL R822 P040 115X22,23MM NORTON;69957320322;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
85197;DISCO FLAP PLASTICO EVOLUTION R822 P060 115X22MM NORTON;66623313731;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
10236;DISCO HOOKIT 080 NORTON;77696099481;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10224;DISCO HOOKIT 120 NORTON;77696099919;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10226;DISCO HOOKIT 150 NORTON;77696099921;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10228;DISCO HOOKIT 180 NORTON;78072702795;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10230;DISCO HOOKIT 220 NORTON;77696099156;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10232;DISCO HOOKIT 320 NORTON;77696099157;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10234;DISCO HOOKIT 400 NORTON;77696099159;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
85406;DISCO HOOKIT 500 NORTON;78072716746;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10237;DISCO HOOKIT 600 NORTON;78072701228;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10223;DISCO HOOKIT 800 NORTON;77696099924;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
21990;DISCO HOOKIT ABRASIVO FLEXIVEL P800 152MM 3M;HC000651634;4;3M;36;3M DO BRASIL LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
10231;DISCO HOOKIT MULTIAIR Nº 320 DPM NORTON;69957349657;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
32;DISCO HOOKIT MULTIAIR Nº 320 DPS NORTON;63642560574;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
85294;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 1000 NORTON;5539553795;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
85259;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 320 NORTON;5539553789;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
85559;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 400 NORTON;5539553792;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
85383;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 500 NORTON;5539553793;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
33;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 800 NORTON;63642560577;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
85109;DISCO HOOKIT MULTIAIR SOFT TOUCH A975 Nº 800 NORTON;5539553794;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20007;DISCOS / LIXAS / ABRASIVOS 
20119;DISCO INTERFACE CLEAN SAND 25 FUROS 3M;HB004832877;4;3M;36;3M DO BRASIL LTDA;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
23269;DISCO METALITE F247 120 DS 180X22 NORTON;5539503021;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
20189;DISCO REMOVEDOR DE ADESIVO 95MM NORTON;78072712242;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20056;COLA INST./ ADESIVOS COLANTES
22043;DISCO RESTAURADOR VR ABRASIVO 510MM;11051;999999;.;579;SUPERPRO;20040;OUTROS DISCOS 
22055;DISCO ROLOC CUBII 36+ 3M;HB004378566;4;3M;36;3M DO BRASIL LTDA;20041;DISCO ROLOC 
22057;DISCO ROLOC CUBII 60+ 3M;HB004378574;4;3M;36;3M DO BRASIL LTDA;20041;DISCO ROLOC 
22056;DISCO ROLOC CUBII 80+ 3M;HB004378558;4;3M;36;3M DO BRASIL LTDA;20041;DISCO ROLOC 
24170;DISCO STRIP PRETO 115X22.23MM NORTON;69957314437;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
274;DISCO SURFACE STRIP PRETO 152X6MM NORTON;5539544130;11;NORTON;21;SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA;20040;OUTROS DISCOS 
23651;DISCO TRIZACT P/ POLIMENTO DE VIDRO AZUL 3M;HC000618997;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
23655;DISCO TRIZACT P/ POLIMENTO DE VIDRO BRANCO 3M;HC000619029;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
23666;DISCO TRIZACT P/ POLIMENTO DE VIDRO LARANJA 3M;HC000619003;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
23652;DISCO TRIZACT P/ POLIMENTO DE VIDRO VERMELHO 3M;HC000619011;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
21350;DISCO TRIZACT P1000 152MM 3M;HB004135362;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
20983;DISCO TRIZACT P1500 152MM 3M;HB004135388;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
20135;DISCO TRIZACT P3000 152MM 3M;HC000657292;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
21351;DISCO TRIZACT P5000 152MM 3M;HC000657276;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
24257;DISCO TRIZACT P8000 152MM 3M;HB004674295;4;3M;36;3M DO BRASIL LTDA;20019;DISCO TRIZACT
23635;DISPENSADOR DE PAPEL AI-15;2077;999999;.;11000389;CARVIC COM VER DE PROD E EQ P/ REP AUTO LTDA;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
23764;DISPENSER DE COPOS;28045;800128;CACLEAN;112;COM.ALVORADA LIMPEZA E DESCARTAVEIS;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
84391;DISPENSER PAPEL HIGIENICO;5358;51;START;112;COM.ALVORADA LIMPEZA E DESCARTAVEIS;999999;GRUPO CONVERSAO
87188;DX EXTREME DESENGRAXANTE ALCALINO SOLUPAN 1L AUTOLIMPE;PA213;800136;AUTOLIMPE;565;AUTOLIMPE INDUSTRIA E COMERCIO DE SANEANTES EIRELI;20052;DESENGRAXANTE
24187;DX EXTREME DESENGRAXANTE ALCALINO SOLUPAN 5L AUTOLIMPE;PA108;800136;AUTOLIMPE;565;AUTOLIMPE INDUSTRIA E COMERCIO DE SANEANTES EIRELI;20052;DESENGRAXANTE
85277;ECOLUX ALCATRÃO DE HULHA PRETO 3,6L BRASILUX;HD 861543502;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84948;ECOLUX CINZA CLARO N6.5 2,7L BRASILUX;HR 870601714;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84229;ECOLUX EPOXI 100% SOL(0V.O.C.) - BRASGLASS CRISTAL 675ML;VN 870058512;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
85393;ECOLUX EPOXI 100% SOLVENTE (0V.O.C.) BRANCO 2,7L BRASILUX;HR 870500714;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
85391;ECOPRIMER BD18 l;V0310947;999999;.;11000433;VIAPOL LTDA.;1043;...........................................
10000;ELAST-O-ACTIF SIKKENS;529808;8;SIKKENS;34;AKZO NOBEL LTDA;20050;SELADORA P/ PLASTICO
23762;ELASTICO P/ DINHEIRO 1200 UN.;1852;31;UTILER;522;DJF Comercial de Papelaria Ltda. - ME;999999;GRUPO CONVERSAO
86980;ELASTIFICANTE-O-ACTIF SIKKENS;529808;8;SIKKENS;11000405;DAUTO COMERCIO DE PRODUTOS EQUIPAMENTOS E SERVICOS AUTOMOTIV;20050;SELADORA P/ PLASTICO
87197;ELEVADOR AUTOMOTIVO ELETRO-HIDRAULICO C/ BASE 2,6 TON. MODELO REHI026-;9197;800087;RIBEIRO;11000450;A. RIBEIRO EQUIPAMENTOS LTDA;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
10004;EMBALAGEM 1LT SIKKENS;2004458;8;SIKKENS;34;AKZO NOBEL LTDA;20029;EMBALAGEM
24089;EMBALAGEM 3,600ML SKY;9,0098E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20029;EMBALAGEM
22653;EMBALAGEM 3,6L AUTOCOAT BT WANDA;2004319;1;WANDA;34;AKZO NOBEL LTDA;20029;EMBALAGEM
85238;EMBALAGEM 3,6L MAZA;27544;999999;.;11000423;MAZA PRODUTOS QUIMICOS LTDA;20029;EMBALAGEM
85388;EMBALAGEM 900ML MAZA;24658;999999;.;11000423;MAZA PRODUTOS QUIMICOS LTDA;20029;EMBALAGEM
24088;EMBALAGEM 900ML SKY;9,0098E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20029;EMBALAGEM
9913;EMBALAGEM 900ML WANDA;2004455;1;WANDA;34;AKZO NOBEL LTDA;20029;EMBALAGEM
22654;EMBALAGEM AUTOCOAT BT 0,9L;2004320;66;TECH FLEET;34;AKZO NOBEL LTDA;20029;EMBALAGEM
21785;EMBALAGEM SPRAY COLOR MIXING TUBO 300ML;56.96.50000-274;3;SHERWIN WILLIAMS;11000389;CARVIC COM VER DE PROD E EQ P/ REP AUTO LTDA;20029;EMBALAGEM
84766;EMBORRACHADA AREIA 3,6L BRASILUX;EB 620700102;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84969;EMBORRACHADA AREIA LATA 18L BRASILUX;EB 620700103;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84621;EMBORRACHADA BASE A 16,2L BRASILUX;BA 620521733;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84997;EMBORRACHADA BASE A 3,24L BRASILUX;BA 620521732;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84622;EMBORRACHADA BASE B 16,2L LATA BRASILUX;BA 620521833;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84998;EMBORRACHADA BASE B 3,24L BRASILUX;BA 620521832;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
85000;EMBORRACHADA BASE C 16,2L BRASILUX;BA 620521933;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84999;EMBORRACHADA BASE C 3,24L BRASILUX;BA 620521932;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84366;EMBORRACHADA BRANCO GELO 3,6L BRASILUX;EB 620501702;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84964;EMBORRACHADA BRANCO GELO LATA 18L BRASILUX;EB 620501703;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84297;EMBORRACHADA BRANCO NEVE 3,6L BRASILUX;EB 620503002;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84773;EMBORRACHADA BRANCO NEVE LATA 18L BRASILUX;EB 620503003;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84977;EMBORRACHADA CAMURCA 3,6L BRASILUX;EB 622400102;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84978;EMBORRACHADA CAMURCA LATA 18L BRASILUX;EB 622400103;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84965;EMBORRACHADA CINZA MODERNO BRD148 3,6L BRASILUX;EB 620609102;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84966;EMBORRACHADA CINZA MODERNO BRD148 LATA 18L BRASILUX;EB 620609103;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84981;EMBORRACHADA CONCRETO NOVO 3,6L BRASILUX;EB 624702002;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84982;EMBORRACHADA CONCRETO NOVO LATA 18L BRASILUX;EB 624702003;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84765;EMBORRACHADA FUNGHI 3,6L BRASILUX;EB 621024202;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84973;EMBORRACHADA PALHA NOVO 3,6L BRASILUX;EB 621200502;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84763;EMBORRACHADA PRETO 3,6L BRASILUX;EB 621500102;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84976;EMBORRACHADA PRETO LATA 18L BRASILUX;EB 621500103;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
84764;EMBORRACHADA TANGERINA NOVO BALDE 18L BRASILUX;EB 620937057;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;30007;TINTA EMBORRACHADA
10317;EMBORRACHAMENTO BRANCO 900ML ANJO;000062-22;2;ANJO;382;ANJO QUIMICA DO BRASIL LTDA;20038;BATIDA DE PEDRA
85240;EMBORRACHAMENTO BRANCO LATA 18L BRASILUX;EB 080500803;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;20038;BATIDA DE PEDRA
10318;EMBORRACHAMENTO PRETO 900ML ANJO;000072-22;2;ANJO;382;ANJO QUIMICA DO BRASIL LTDA;20038;BATIDA DE PEDRA
86948;"EMENDA TEE P/ MANGUEIRA 5/16"" SCHWEERS";TEE 5/16;50;SCHWEERS;492;SCHWEERS METALURGICA EIRELI;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
86856;ENCERADEIRA INDUSTRIAL CI 400 MOTOR 3/4HP CLEANER;;800086;CLEANER;11000449;CLEANER INDUSTRIA QUIMICA LTDA;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
20433;ENDURECEDOR 065 P/ VERNIZ 8937 450ML LAZZURIL;15.66.00065-175;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20034;VERNIZ AUTOMOTIVO
20461;ENDURECEDOR 065 P/ VERNIZ 8937 834ML LAZZURIL;15.66.00065-497;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20034;VERNIZ AUTOMOTIVO
9784;ENDURECEDOR 3093 100ML WANDA;482017;1;WANDA;34;AKZO NOBEL LTDA;20015;CATALISADORES INDIVIDUAS
9786;ENDURECEDOR 3093 150ML WANDA;482014;1;WANDA;34;AKZO NOBEL LTDA;20015;CATALISADORES INDIVIDUAS
83835;ENDURECEDOR 3093 180ML WANDA;529568;1;WANDA;534;AKZO NOBEL LTDA;20015;CATALISADORES INDIVIDUAS
9788;ENDURECEDOR 3093 1LT WANDA;391714;1;WANDA;34;AKZO NOBEL LTDA;20015;CATALISADORES INDIVIDUAS
21075;ENDURECEDOR 3093 450ML WANDA;529578;1;WANDA;34;AKZO NOBEL LTDA;20015;CATALISADORES INDIVIDUAS
9748;ENDURECEDOR 5532 WEG;15429416;999999;.;99999999;FORNECEDOR CONVERSAO;20015;CATALISADORES INDIVIDUAS
21627;ENDURECEDOR ACELERADO P/ VERNIZ 8937 450ML LAZZURIL;15.66.89120-175;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20034;VERNIZ AUTOMOTIVO
23365;ENDURECEDOR ACELERADO P/ VERNIZ 8937 834ML LAZZURIL;15.66.89120-497;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20015;CATALISADORES INDIVIDUAS
96;ENDURECEDOR ALTO SOLIDO 150 0,625ML SKY;2,30002E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20034;VERNIZ AUTOMOTIVO
24090;ENDURECEDOR ALTO SOLIDO 150 225ML SKY;2,30002E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20034;VERNIZ AUTOMOTIVO
20145;ENDURECEDOR H81 P/ PRIMER P81 100ML LAZZURIL;05.66.00H81-262;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20035;PRIMER AUTOMOTIVO
24248;ENDURECEDOR KP350 5:1 150ML LAZZURIL;05.66.H0035-261;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20035;PRIMER AUTOMOTIVO
21226;ENDURECEDOR NORMAL VERNIZ CC900/910 0,834ML LAZZURIL;04.66.0UH40.497;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20034;VERNIZ AUTOMOTIVO
24198;ENDURECEDOR P/ ESMALTE PU 225ML SKY;6,30003E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20015;CATALISADORES INDIVIDUAS
111;ENDURECEDOR P/ ESMALTE PU 450ML SKY;6,30003E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20015;CATALISADORES INDIVIDUAS
110;ENDURECEDOR P/ ESMALTE PU 900ML SKY;6,30004E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20015;CATALISADORES INDIVIDUAS
85239;ENDURECEDOR P/ MIX MAZAPOXI M298 720ML;8130;800053;MAZA;11000423;MAZA PRODUTOS QUIMICOS LTDA;40002;EPOXI
85505;ENDURECEDOR P/ PRIMER 9500 PU HS SKY;6,30009E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20034;VERNIZ AUTOMOTIVO
85458;ENDURECEDOR P/ SKYMIX PU SKY;6,30004E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20015;CATALISADORES INDIVIDUAS
85234;ENDURECEDOR P/ SKYPRIMER PU 7:1 0,510ML SKY;630END710175;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20035;PRIMER AUTOMOTIVO
24091;ENDURECEDOR P/ VERNIZ 12.000 225ML SKY;2,30001E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20034;VERNIZ AUTOMOTIVO
24416;ENDURECEDOR P/ VERNIZ SKYFAST HS 5:1 0,180ML SKY;230RR0200142;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20034;VERNIZ AUTOMOTIVO
21987;ENDURECEDOR PARA SPECTRAPRIME P30 225ML LAZZURIL;04.66.00H38-133;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20035;PRIMER AUTOMOTIVO
21988;ENDURECEDOR PARA SPECTRAPRIME P30 900ML LAZZURIL;04.66.00H38-177;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20035;PRIMER AUTOMOTIVO
21037;ENDURECEDOR PU 225ML LAZZUDUR;55.66.00061-133;3;SHERWIN WILLIAMS;35;SHERWIN - WILLIAMS DO BRASIL IND. E COM. LTDA;20015;CATALISADORES INDIVIDUAS
87268;ENDURECEDOR QUIMICO DE SUPERFICIE CURATON DUR BALDE 18L;1291;100004;MAXTON;11000483;PADILHA IMPERMEABILIZANTES LTDA;30002;IMPERMEABILIZANTES
21135;"ENGATE RAPIDO C/ ROSCA FEMEA 1/4"" ER767F1/4 SCHWEERS";ER 767 F 1/4;50;SCHWEERS;492;SCHWEERS METALURGICA EIRELI;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
84453;"ENGATE RAPIDO C/ ROSCA MACHO 1/4"" ER767M1/4 SCHWEERS";ER767M1/4;50;SCHWEERS;492;SCHWEERS METALURGICA EIRELI;20028;APLICADORES / ADAPTADORES / ENGATES / SUPORTES
23561;ENVELOPE PARDO 240X340MM;52041;31;UTILER;522;DJF Comercial de Papelaria Ltda. - ME;999999;GRUPO CONVERSAO
23633;ENVELOPE SACO KRAFT 162X229;52069;31;UTILER;522;DJF Comercial de Papelaria Ltda. - ME;999999;GRUPO CONVERSAO
84951;EPOXI POLIAMIDA AZUL SEGURANÇA 2.5PB4/10 2,88L BRASILUX;BT 330309023;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84930;EPOXI POLIAMIDA COMP A  -  BRANCO BRILHANTE 2,88L;BT 030500723;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
85185;EPOXI POLIAMIDA COMP A  ALCATRAO DE HULHA 2,88LT BRASILUX;BT 031500223;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84942;EPOXI POLIAMIDA COMP A CINZA N5 MEDIO 2,88L BRASILUX;BT 030605423;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84735;EPOXI POLIAMIDA PLUS AMARELO PETROBRAS 2,5 Y 8/12 2,88L BRASILUX;BT 330227223;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84502;EPOXI POLIAMIDA PLUS BRANCO N9,5 PURO 2,88L BRASILUX;BT 330504723;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84683;EPOXI POLIAMIDA PLUS CINZA N3.5 ESCURO 2,88L BRASILUX;BT 330601423;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84005;EPOXI POLIAMIDA PLUS PRETO 2,88L BRASILUX;BT 331500123;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84843;EPOXI POLIAMIDA PLUS VERDE 2.5G4/8 PETROBRAS 2,88L BRASILUX;BT 332200623;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84505;EPOXI POLIAMIDA-AMARELO 5Y8/12 SEG 2,88L BRASILUX;BT 330205123 ;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84697;EPOXI POLIAMIDA-CINZA MEDIO 2,88L BRASILUX;BT 330604823;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84503;EPOXI POLIAMIDA-CINZA N6,5 CLARO 2,88L BRASILUX;BT 330601723;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84506;EPOXI POLIAMIDA-PRIMER CINZA ADESAO 3,6L BRASILUX;HB 330688002;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
84504;EPOXI POLIAMIDA-VERDE 10GY6/6 SEG 2,88L BRASILUX;BT 332204023;67;BRASILUX;556;BRASILUX TINTAS TECNICAS LTDA;40002;EPOXI
85022;EQUIPAMENTO PARA CONSERTO;;999999;.;99999999;FORNECEDOR CONVERSAO;999999;GRUPO CONVERSAO
123;ES PRETO CADILLAC 0,900ML SKY-21,94-ST;4,10009E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20002;TINTAS POLIÉSTER
112;ES PRETO CADILLAC 3,600ML SKY-21,94-ST;4,10009E+11;57;SKY;521;SKYLACK TINTAS E VERNIZES LTDA;20002;TINTAS POLIÉSTER
86925;ESCADA BANQUETA DE ALUMINIO C/ 3 DEGRAUS BOTAFOGO;ESC0071;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86926;ESCADA DE ALUMINIO C/ 3 DEGRAUS BOTAFOGO;ESC0062;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86927;ESCADA DE ALUMINIO C/ 4 DEGRAUS BOTAFOGO;ESC0063;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86928;ESCADA DE ALUMINIO C/ 5 DEGRAUS BOTAFOGO;ESC0064;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86929;ESCADA DE ALUMINIO C/ 6 DEGRAUS BOTAFOGO;ESC0065;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
84390;ESCADA DE ALUMINIO C/ 7 DEGRAUS BOTAFOGO;ESC0066;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86930;ESCADA DE ALUMINIO C/ 8 DEGRAUS BOTAFOGO;ESC0067;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86931;ESCADA EXTENSIVA DE ALUMINIO 7X2 DEGRAUS BOTAFOGO;ESC0616;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
86932;ESCADA EXTENSIVA DE ALUMINIO 9X2 DEGRAUS BOTAFOGO;ESC0618;800102;BOTAFOGO;11000460;OURENSE DO BRASIL INDUSTRIA DE ARTEFATOS DE METAL LTDA - EM;30041;ESCADAS
