FORNECEDOR;CÓDIGO;DESCRIÇÃO DO PRODUTO;REFERÊNCIA;;UN.;QTD.ESTQ;VLR. ESTQ;QTD. FATUR;FATURAMENTO;TOT.CUSTO;MARG. VALOR;MARG. %;LITROS;KILOS;REP. %;ACUM. %;mês
00000534-AKZO NOBEL LTDA;85979;CR CORALIT ULTRA RESISTÊNCIA AC PLATINA 3,6L;;;UN;14;1.394,26;1;203,66;99,59;104,07;51,1;0;0;0,01;70,39;MAIO
00000534-AKZO NOBEL LTDA;85933;CR CORALIT ULTRA RESISTÊNCIA AB VERMELHO 3,6L;;;UN;11;1.304,71;1;189,75;108,66;81,09;42,74;0;0;0,01;70,4;MAIO
00000534-AKZO NOBEL LTDA;85938;CR CORALIT ULTRA RESISTÊNCIA AB VERMELHO GOYA 3,6L;;;UN;6;592,92;1;185,87;98,82;87,05;46,83;0;0;0,01;70,4;MAIO
00000534-AKZO NOBEL LTDA;86066;CR CORALIT TOTAL BR AZUL DEL REY 3.6L;;;UN;10;978,6;1;173;97,86;75,14;43,43;0;0;0,01;70,41;MAIO
00000534-AKZO NOBEL LTDA;85873;CR MASSA CORRIDA 1,5KG;;;UN;40;299,2;16;164,15;118,51;45,64;27,8;0;0;0,01;70,42;MAIO
00000534-AKZO NOBEL LTDA;85840;CR PINTA PISO AMARELO DEMARCACAO 3,6L;;;UN;14;685,86;2;152,64;98,48;54,16;35,48;0;0;0,01;70,42;MAIO
00000534-AKZO NOBEL LTDA;86596;AN ACOTONE CONC NO1 PRETO 720ML;;;UN;16;827,2;2;151,5;137,72;13,78;9,1;0;0;0,01;70,43;MAIO
00000534-AKZO NOBEL LTDA;85967;CR CORALIT ULTRA RESISTÊNCIA AB TABACO 3,6L;;;UN;14;1.360,52;1;150;97,18;52,82;35,21;0;0;0,01;70,43;MAIO
00000534-AKZO NOBEL LTDA;85963;CR CORALIT ULTRA RESISTÊNCIA AB AREIA 3,6L;;;UN;5;468,3;1;141;93,66;47,34;33,57;0;0;0,01;70,44;MAIO
00000534-AKZO NOBEL LTDA;86194;CR DECORA SEDA AC BRANCO GL 3,6L;;;UN;26;2.605,46;1;140;100,21;39,79;28,42;0;0;0,01;70,44;MAIO
00000534-AKZO NOBEL LTDA;85766;CR RENOVA TETOS BRANCO 3.6L;;;UN;12;1.034,04;1;139;86,17;52,83;38,01;0;0;0,01;70,45;MAIO
00000534-AKZO NOBEL LTDA;85874;CR MASSA ACRILICA 1,5KG;;;UN;25;417,5;7;132,94;116,9;16,04;12,07;0;0;0;70,45;MAIO
00000534-AKZO NOBEL LTDA;85899;CR TINTA GRAFITE CINZA ESCURO 900ML;;;UN;6;184,62;4;131,76;119,76;12;9,11;0;0;0;70,46;MAIO
00000534-AKZO NOBEL LTDA;85767;CR RENOVA TETOS BRANCO 900ML;;;UN;6;151,5;3;130,29;75,63;54,66;41,95;0;0;0;70,46;MAIO
00000534-AKZO NOBEL LTDA;85775;CR RENDE MUITO BRANCO GELO 900ML;;;UN;19;320,72;6;111,42;101,28;10,14;9,1;0;0;0;70,47;MAIO
00000534-AKZO NOBEL LTDA;85754;CR CORALAR LATEX MAIS ECONOMICO BRANCO GELO GL 3,6L;;;UN;18;551,88;2;110;59,34;50,66;46,05;0;0;0;70,47;MAIO
00000534-AKZO NOBEL LTDA;85777;CR RENDE MUITO LOC PM BASE PM 800ML;;;UN;18;303,12;4;107,6;70,9;36,7;34,11;0;0;0;70,48;MAIO
00000534-AKZO NOBEL LTDA;86625;CR RENDE MUITO AM FREVO 3,2L;;;UN;11;592,24;1;100;58,48;41,52;41,52;0;0;0;70,48;MAIO
00000534-AKZO NOBEL LTDA;85914;CR CORALIT ULTRA RESISTÊNCIAAB CINZA MEDIO 900ML;;;UN;13;417,82;3;97,23;88,41;8,82;9,07;0;0;0;70,48;MAIO
00000534-AKZO NOBEL LTDA;86114;VERNIZ EXTRA MARITIMO BRILHANTE NATURAL 3,6L;;;UN;17;1.216,01;1;96,46;71,53;24,93;25,84;0;0;0;70,49;MAIO
00000534-AKZO NOBEL LTDA;20217;COPO DE MISTURA 450ML WANDA;;;UN;139;568,51;13;93,05;51,09;41,96;45,09;0;0;0;70,49;MAIO
00000534-AKZO NOBEL LTDA;85838;CR PINTA PISO VERMELHO 3,6L;;;UN;10;489,9;1;90;49,24;40,76;45,29;0;0;0;70,49;MAIO
00000534-AKZO NOBEL LTDA;86254;CR SUPER LAVAVEL BRANCO GELO LATA 18L;;;UN;15;6.916,50;1;88,45;461,1;-372,65;-421,31;0;0;0;70,5;MAIO
00000534-AKZO NOBEL LTDA;86777;M1 ACQUAFORT FACHADA 3,6L;;;UN;11;584,32;1;80;53,12;26,88;33,6;0;0;0;70,5;MAIO
00000534-AKZO NOBEL LTDA;86718;CR DECORA EFEITO CIMENTO QUE CULTURA GREGA GL 4,8KG;;;UN;10;1.106,40;1;80;110,64;-30,64;-38,3;0;0;0;70,5;MAIO
00000534-AKZO NOBEL LTDA;86253;CR SUPER LAVAVEL LOC BASE T 800ML;;;UN;6;171,3;1;78;47,35;30,65;39,29;0;0;0;70,51;MAIO
00000534-AKZO NOBEL LTDA;85834;CR PINTA PISO CINZA ESCURO 3,6L;;;UN;11;525,03;1;75,97;47,73;28,24;37,17;0;0;0;70,51;MAIO
00000534-AKZO NOBEL LTDA;86059;CR CORALIT TOTAL BR BRANCO 900ML;;;UN;15;448,5;2;71,12;54;17,12;24,07;0;0;0;70,51;MAIO
00000534-AKZO NOBEL LTDA;85842;CR PINTA PISO CONCRETO 3,6L;;;UN;13;636,87;1;70;49,24;20,76;29,66;0;0;0;70,51;MAIO
00000534-AKZO NOBEL LTDA;86188;CR DECORA SEDA AC BASE P 0,8L;;;UN;13;411,84;1;60;32,1;27,9;46,5;0;0;0;70,52;MAIO
00000534-AKZO NOBEL LTDA;9912;EMBALAGEM 3,600ML WANDA;FL;;UN;-27;-336,42;3;57,93;37,38;20,55;35,47;0;0;0;70,52;MAIO
00000534-AKZO NOBEL LTDA;85980;CR CORALIT ULTRA RESISTÊNCIA AC PLATINA 900ML;;;UN;8;227,36;1;56,44;28,42;28,02;49,65;0;0;0;70,52;MAIO
00000534-AKZO NOBEL LTDA;85941;CR CORALIT ULTRA RESISTÊNCIA AB AMARELO 900ML;;;UN;14;490,28;1;55;35,02;19,98;36,33;0;0;0;70,52;MAIO
00000534-AKZO NOBEL LTDA;86063;CR CORALIT TOTAL BR PRETO 900ML;;;UN;11;322,52;1;52;29,32;22,68;43,62;0;0;0;70,52;MAIO
00000534-AKZO NOBEL LTDA;83835;ENDURECEDOR 3093 180ML WANDA;FL;;UN;66;543,18;3;51;24,69;26,31;51,59;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;85968;CR CORALIT ULTRA RESISTÊNCIA AB TABACO 900ML;;;UN;11;308,77;1;44;28,07;15,93;36,2;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;86115;VERNIZ EXTRA MARITIMO BRILHANTE NATURAL 900ML;;;UN;18;368,82;1;42;20,49;21,51;51,21;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;84552;HARDENER CLASSIC 200 ML SIKKENS;;;UN;4;101,52;1;39,34;25,38;13,96;35,49;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;86774;M1 VEDBEM MANTA LIQUIDA BRANCA 1KG;;;UN;7;125,3;1;32,83;17,9;14,93;45,48;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;9768;MULTI USE FILLER HS CINZA ESCURO 3L  -21,94-ST;FL;;UN;3;485,67;1;31,05;161,89;-130,84;-421,38;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;85887;CR SELADOR ACRILICO BRANCO LATA 18L;;;UN;13;1.763,32;0;24,46;0;24,46;100;0;0;0;70,53;MAIO
00000534-AKZO NOBEL LTDA;86822;CR CORAL MASTER BRANCO BALDE 20L;;;UN;28;8.366,68;-1;-439,9;-298,8;-141,1;32,08;0;0;-0,02;70,52;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;24240;FITA CREPE AUTOMOTIVA AMARELA 18MMX40M ADERE;;;UN;7.931,00;25.299,89;1.582,00;7.255,62;5.231,47;2.024,15;27,9;0;0;0,27;70,78;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;24241;FITA CREPE AUTOMOTIVA AMARELA 48MMX40M ADERE;;;UN;1.073,00;9.935,98;447;6.191,85;4.146,06;2.045,79;33,04;0;0;0,23;71,01;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;84928;FITA CREPE USO GERAL BEGE 48MMX50M ADERE;;;UN;444;3.290,04;194;2.025,49;1.387,42;638,07;31,5;0;0;0,07;71,09;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85616;FITA EMPACOTAMENTO TRANSPARENTE 45MMX40M 710 ADERE;;;UN;1.076,00;3.238,76;444;1.606,57;1.266,20;340,37;21,19;0;0;0,06;71,15;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;84411;FITA CREPE USO GERAL BEGE 24MMX50M ADERE;;;UN;433;1.597,77;65;369,56;230,7;138,86;37,57;0;0;0,01;71,16;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85621;FITA DUPLA FACE XT080 09MMX20M ADERE;;;UN;86;1.161,00;15;359,67;184,2;175,47;48,79;0;0;0,01;71,17;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85620;FITA DUPLA FACE XT080 12MMX20M ADERE;;;UN;41;671,17;9;263,05;147,33;115,72;43,99;0;0;0,01;71,18;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85618;FITA CREPE P/ PINTURA IMOBILIARIA LARANJA 45MMX50M A128RLS ADERE;;;UN;100;1.038,00;12;164,16;124,56;39,6;24,12;0;0;0,01;71,19;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85617;FITA CREPE P/ PINTURA IMOBILIARIA LARANJA 24MMX50M A128RLS ADERE;;;UN;136;730,32;6;42,42;32,22;10,2;24,05;0;0;0;71,19;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;87298;FITA CREPE AUTOMOTIVA VERDE 525  24MMX50M ADERE;;;UN;57;336,87;3;27,12;17,73;9,39;34,62;0;0;0;71,19;MAIO
00000544-ADERE PRODUTOS AUTO ADESIVOS LTDA;85619;FITA DUPLA FACE XT080 12MMX02M ADERE;;;UN;98;560,56;1;7,98;5,72;2,26;28,32;0;0;0;71,19;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84560;THINNER 4016 USO GERAL 5L BRASILUX;;;UN;300;15.606,00;394;26.155,42;18.632,26;7.523,16;28,76;0;0;0,97;72,16;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;85135;TINTA BRASIMIX;FL;;UN;0;0;163;26.031,26;12.807,78;13.223,48;50,8;393,07;0;0,96;73,12;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84785;KIT EPOXI PRIMER CINZA N6,5 P/ ADESAO 3,6L BRASILUX;;;UN;135;19.271,25;105;19.485,21;14.274,75;5.210,46;26,74;0;0;0,72;73,84;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84331;BRASIMOB BRANCO BRILHANTE 3,6L BRASILUX;;;UN;140;8.023,40;253;16.232,93;13.424,18;2.808,75;17,3;0;0;0,6;74,44;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84898;TINTA TECNICA ESPECIAL KIT PU AZUL 2.5PB4/10 SEG 3,6L BRASILUX;;;UN;74;10.772,92;76;13.435,29;10.084,79;3.350,50;24,94;0;0;0,5;74,93;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84108;BRASILACA-PRETO FOSCO 900ML BRASILUX;;;UN;302;7.090,96;326;12.281,21;7.022,04;5.259,17;42,82;0;0;0,45;75,39;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84344;BRASIMOB VERDE FOLHA 3,6L BRASILUX;;;UN;199;11.404,69;178;11.458,25;9.446,46;2.011,79;17,56;0;0;0,42;75,81;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;24350;THINNER 4016 USO GERAL 200L TAMBOR BRASILUX;;;UN;5;7.880,50;5;9.899,80;7.641,50;2.258,30;22,81;0;0;0,37;76,18;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84767;KIT EPOXI CINZA N5 MEDIO 3,6L BRASILUX;;;UN;39;5.163,21;55;9.875,92;6.620,90;3.255,02;32,96;0;0;0,36;76,54;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84894;THINNER 6028 DILUENTE 5L BRASILUX;;;UN;89;5.340,89;124;9.491,59;6.765,55;2.726,04;28,72;0;0;0,35;76,89;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84036;MASSA PVA BALDE 25KG BRASILUX;;;UN;160;6.998,40;159;8.432,65;6.619,17;1.813,48;21,51;0;0;0,31;77,2;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;85558;TINTA TECNICA ESPECIAL KIT PU CINZA N6,5 3,6L BRASILUX;;;UN;21;2.968,35;47;8.243,01;6.043,26;2.199,75;26,69;0;0;0,3;77,51;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84901;TINTA TECNICA ESPECIAL KIT PU VERDE 2,5 G 5/10 3,6L BRASILUX;;;UN;70;10.191,30;46;8.019,31;6.091,78;1.927,53;24,04;0;0;0,3;77,8;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84342;BRASIMOB PRETO BRILHANTE 3,6L BRASILUX;;;UN;128;7.335,68;120;7.856,31;6.368,40;1.487,91;18,94;0;0;0,29;78,09;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84499;THINNER 4016 USO GERAL 18L BRASILUX;;;UN;44;7.036,04;35;7.824,95;5.665,45;2.159,50;27,6;0;0;0,29;78,38;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84324;BRASIMOB ALUMINIO 3,6L BRASILUX;;;UN;66;5.410,68;85;7.695,73;6.222,00;1.473,73;19,15;0;0;0,28;78,66;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84200;TINTA TECNICA ESPECIAL KIT PU PISCINA AZUL 4,5L BRASILUX;;;UN;38;7.003,40;31;6.798,90;5.271,55;1.527,35;22,46;0;0;0,25;78,92;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84334;BRASIMOB CINZA MEDIO 3,6L BRASILUX;;;UN;120;6.878,40;98;6.459,36;5.200,86;1.258,50;19,48;0;0;0,24;79,15;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;87291;BRASPISO BRANCO ACETINADO LATA 18L BRASILUX;;;UN;34;5.370,98;33;6.303,07;4.654,32;1.648,75;26,16;0;0;0,23;79,39;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84557;DILUENTE 107 PU/POLIESTER 900ML BRASILUX;;;UN;116;2.054,36;239;5.912,66;4.030,18;1.882,48;31,84;0;0;0,22;79,6;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;85280;CATALISADOR 045 PU ALIFATICO 900ML BRASILUX;;;UN;50;2.331,50;78;5.600,76;3.463,98;2.136,78;38,15;0;0;0,21;79,81;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84460;VEDA CHOQUE 300G BRASILUX;;;UN;101;2.849,21;109;5.557,44;3.074,89;2.482,55;44,67;0;0;0,21;80,02;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84774;THINNER 6028 DILUENTE 900ML BRASILUX;;;UN;206;2.469,94;343;5.336,13;3.738,70;1.597,43;29,94;0;0;0,2;80,21;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84825;THINNER 6028 DILUENTE 18L BRASILUX;;;UN;33;6.613,20;19;5.325,52;3.398,25;1.927,27;36,19;0;0;0,2;80,41;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84113;KIT EPOXI BRANCO PURO N9,5 3,6L BRASILUX;;;UN;40;5.296,00;29;4.694,94;3.491,31;1.203,63;25,64;0;0;0,17;80,58;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;87292;BRASPISO CINZA ACETINADO LATA 18L BRASILUX;;;UN;29;4.581,71;25;4.677,87;3.526,50;1.151,37;24,61;0;0;0,17;80,76;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84497;THINNER 4016 USO GERAL 900ML BRASILUX;;;UN;369;3.712,14;294;4.444,37;2.890,02;1.554,35;34,97;0;0;0,16;80,92;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84823;DILUENTE 107 PU/POLIESTER 5L BRASILUX;;;UN;26;2.368,34;34;4.364,94;2.949,46;1.415,48;32,43;0;0;0,16;81,08;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84622;EMBORRACHADA BASE B 16,2L LATA BRASILUX;;;UN;21;5.065,62;16;4.109,76;3.573,76;536;13,04;0;0;0,15;81,23;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;86951;BRASILINE ESMALTE BRANCO PURO N9,5 3,6L BRASILUX;;;UN;62;4.594,82;40;4.085,94;2.646,80;1.439,14;35,22;0;0;0,15;81,38;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84381;BRASPISO ACETINADO AMARELO OURO BALDE 18L BRASILUX;FL;;UN;4;631,92;24;4.009,47;3.385,44;624,03;15,56;0;0;0,15;81,53;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84385;BRASPISO CINZA ACETINADO BALDE 18L BRASILUX;FL;;UN;6;947,88;20;4.004,50;2.824,65;1.179,85;29,46;0;0;0,15;81,68;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84111;KIT EPOXI CINZA CLARO N 6,5 3,6L BRASILUX;;;UN;51;6.752,91;23;3.933,69;2.768,97;1.164,72;29,61;0;0;0,15;81,82;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84897;TINTA TECNICA ESPECIAL KIT PU AMARELO 5Y8/12 SEG 3,6L BRASILUX;;;UN;30;4.367,70;20;3.885,36;2.648,60;1.236,76;31,83;0;0;0,14;81,97;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84383;BRASPISO BRANCO ACETINADO BALDE 18L BRASILUX;FL;;UN;6;947,88;19;3.792,33;2.680,14;1.112,19;29,33;0;0;0,14;82,11;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;86935;TINTA TECNICA ESPECIAL KIT PU LARANJA 2.5YR6/14 3,6L;;;UN;54;7.862,40;20;3.562,25;2.648,80;913,45;25,64;0;0;0,13;82,24;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84762;KIT EPOXI CINZA N3,5 3,6L BRASILUX;;;UN;4;529,6;21;3.457,38;2.528,19;929,19;26,88;0;0;0,13;82,37;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84084;BRASILINE ESMALTE AMARELO SEGURANÇA 5Y8/12 3,6L BRASILUX;;;UN;119;10.574,34;37;3.438,88;2.661,41;777,47;22,61;0;0;0,13;82,49;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84249;BRASINIL ACRILICO ECONOMICO BRANCO GELO BALDE 18L BRASILUX;;;UN;42;4.515,84;25;3.373,07;2.559,75;813,32;24,11;0;0;0,12;82,62;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84487;BRASILACA-PRETO CADILACK 900ML BRASILUX;;;UN;91;2.257,71;79;3.113,56;1.798,04;1.315,52;42,25;0;0;0,11;82,73;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84351;BRASIMOB AMARELO SEGURANCA 3,6L BRASILUX;;;UN;147;8.424,57;44;3.071,50;2.335,08;736,42;23,98;0;0;0,11;82,85;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84145;BRASIMOB PRETO FOSCO 3,6L BRASILUX;;;UN;3;171,93;43;3.068,87;2.329,37;739,5;24,1;0;0;0,11;82,96;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84564;BRASICAR-PRETO FOSCO VINILICO 600ML BRASILUX;;;UN;160;3.222,40;98;3.009,38;1.880,62;1.128,76;37,51;0;0;0,11;83,07;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84496;BRASILACA-PRETO SEMI-FOSCO 3,6L BRASILUX;;;UN;40;3.854,80;19;3.004,70;1.679,98;1.324,72;44,09;0;0;0,11;83,18;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84814;BRASCORTEN-VERMELHO BASE 3,6L BRASILUX;;;UN;35;3.483,20;27;2.965,93;2.437,29;528,64;17,82;0;0;0,11;83,29;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84030;AGUARRAS MINERAL 5L BRASILUX;;;UN;-155;-9.512,35;43;2.949,79;2.159,49;790,3;26,79;0;0;0,11;83,4;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84498;BRASITEC SINTETICO EXTRA RAPIDO VERMELHO EXTINTOR 18L BRASILUX;;;UN;8;3.180,64;6;2.806,14;2.129,88;676,26;24,1;0;0;0,1;83,5;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84112;KIT EPOXI PRETO N1 3,6L BRASILUX;;;UN;3;350,64;12;2.731,57;1.402,56;1.329,01;48,65;0;0;0,1;83,6;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84114;KIT EPOXI AZUL 2.5PB4/10 3,6L BRASILUX;;;UN;56;7.414,96;17;2.724,20;2.046,46;677,74;24,88;0;0;0,1;83,71;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;85164;QUEROSENE 900ML BRASILUX;;;UN;254;3.141,98;176;2.722,81;2.013,04;709,77;26,07;0;0;0,1;83,81;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84382;BRASPISO AZUL PROFUNDO QUADRA ACETINADO BALDE 18L BRASILUX;FL;;UN;8;1.263,84;17;2.681,49;2.398,02;283,47;10,57;0;0;0,1;83,9;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84386;BRASPISO CONCRETO ACETINADO BALDE 18L BRASILUX;FL;;UN;10;1.579,80;14;2.592,65;1.974,84;617,81;23,83;0;0;0,1;84;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84250;BRASINIL ACRILICO ECONOMICO BRANCO NEVE BALDE 18L BRASILUX;;;UN;33;3.548,16;21;2.553,86;2.150,24;403,62;15,8;0;0;0,09;84,09;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84328;BRASIMOB AZUL DEL REY 3,6L BRASILUX;;;UN;52;2.980,12;41;2.548,57;2.175,87;372,7;14,62;0;0;0,09;84,19;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;85300;GALVFORT BRANCO PURO N9,5 3,6L BRASILUX;;;UN;19;1.806,90;16;2.500,83;1.358,56;1.142,27;45,68;0;0;0,09;84,28;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84824;DILUENTE 107 PU POLIESTER 18L BRASILUX;;;UN;16;4.755,20;5;2.287,82;1.486,00;801,82;35,05;0;0;0,08;84,37;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84109;BRASILACA-PRETO SEMI-FOSCO 900ML BRASILUX;;;UN;58;1.541,06;49;2.148,36;1.194,13;954,23;44,42;0;0;0,08;84,44;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84899;TINTA TECNICA ESPECIAL KIT PU BRANCO 3,6L BRASILUX;;;UN;53;7.716,27;14;2.141,28;1.858,18;283,1;13,22;0;0;0,08;84,52;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84110;KIT EPOXI AMARELO SEGURANÇA 5Y8/12 3,6L BRASILUX;;;UN;32;4.237,12;13;2.134,58;1.564,94;569,64;26,69;0;0;0,08;84,6;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84214;BRASIFER-PRIMER PRETO 18L LATA BRASILUX;;;UN;9;1.930,32;7;2.044,51;1.288,98;755,53;36,95;0;0;0,08;84,68;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84913;TINTA TECNICA ESPECIAL - AZUL 2,5PB4/10 DEMARCACAO 18L;;;UN;11;4.675,44;4;2.015,16;1.495,68;519,48;25,78;0;0;0,07;84,75;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;85006;BRASPISO CINZA ESCURO ACETINADO LATA 18L BRASILUX;;;UN;16;2.527,84;12;2.009,11;1.692,72;316,39;15,75;0;0;0,07;84,83;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84029;AGUARRAS MINERAL 900ML BRASILUX;;;UN;136;1.630,64;129;1.960,44;1.354,50;605,94;30,91;0;0;0,07;84,9;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84267;BRASILAR TINTA ACRILICA STANDARD BRANCO GELO FOSCO 18L BRASILUX;;;UN;18;3.034,98;10;1.945,49;1.621,84;323,65;16,64;0;0;0,07;84,97;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84241;ROBERFLEX-MANTA LIQUIDA 18KG BRASILUX;;;UN;8;1.616,96;7;1.922,30;1.442,73;479,57;24,95;0;0;0,07;85,04;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84025;DILUENTE P/ EPOXI 5L BRASILUX;;;UN;33;2.633,73;21;1.820,28;1.281,84;538,44;29,58;0;0;0,07;85,11;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84175;DIRETO NA FERRUGEM PRETO BRILHANTE 3,6LT BRASILUX;;;UN;24;2.075,28;14;1.671,15;1.081,50;589,65;35,28;0;0;0,06;85,17;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84032;MASSA ACRILICA BALDE 25KG BRASILUX;;;UN;53;4.827,24;18;1.634,59;1.414,29;220,3;13,48;0;0;0,06;85,23;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84566;TINTA DEMARCACAO VIARIA DNIT AMARELO BALDE 18L BRASILUX;;;UN;19;7.265,22;4;1.584,72;1.529,52;55,2;3,48;0;0;0,06;85,29;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84174;DIRETO NA FERRUGEM BRANCO BRILHANTE 3,6LT BRASILUX;;;UN;35;3.026,10;14;1.566,28;981,12;585,16;37,36;0;0;0,06;85,35;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84863;ESMALTE SINT AUTOMOTIVO-BRANCO N9,5 PURO 3,6L BRASILUX;;;UN;22;2.204,40;12;1.519,12;1.073,64;445,48;29,32;0;0;0,06;85,4;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84103;BRASILINE ESMALTE PRETO SEMI-FOSCO 3,6L BRASILUX;;;UN;13;890,76;18;1.460,90;1.101,06;359,84;24,63;0;0;0,05;85,46;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84329;BRASIMOB AZUL FRANCA 3,6L BRASILUX;;;UN;43;2.464,33;22;1.457,36;1.167,54;289,82;19,89;0;0;0,05;85,51;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84225;SELADORA P/ MADEIRA 3,6L BRASILUX;;;UN;14;974,4;16;1.420,10;956;464,1;32,68;0;0;0,05;85,56;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84617;ACRILAR BASE A ACETINADO 16,2L BRASILUX;;;UN;12;2.880,84;4;1.410,46;930,91;479,55;34;0;0;0,05;85,62;MAIO
00000556-BRASILUX TINTAS TECNICAS LTDA;84387;BRASPISO MARROM ACETINADO BALDE 18L BRASILUX;FL;;UN;1;141,06;6;1.400,90;846,36;554,54;39,58;0;0;0,05;85,67;MAIO
